"C_ID"|"C_ID"|"C_ACTUALARRIVAL"|"C_ACTUALDEPARTURE"
"73f316ac79c18950000001288d46ee57006a"|"73f316ac79c18950000001288d46ee470069"|30.04.10 06:00:00,000000000|30.04.10 05:24:29,000000000
"73f316ac79c18950000001288d46ee66006b"|"73f316ac79c18950000001288d46ee57006a"|30.04.10 11:05:31,000000000|30.04.10 10:30:00,000000000
"73f316ac79c18950000001288d4704dc006d"|"73f316ac79c18950000001288d4704cd006c"|30.04.10 11:31:26,000000000|30.04.10 11:05:31,000000000
"73f316ac79c18950000001288d4704ec006e"|"73f316ac79c18950000001288d4704dc006d"|30.04.10 11:53:24,000000000|30.04.10 11:41:26,000000000
"73f316ac79c18950000001288d4514e4006c"|"73f316ac79c18950000001288d4514d4006b"|27.04.10 09:05:18,000000000|27.04.10 07:23:40,000000000
"73f316ac79c18950000001288d4514f3006d"|"73f316ac79c18950000001288d4514e4006c"|27.04.10 10:28:58,000000000|27.04.10 09:15:18,000000000
"73f316ac79c18950000001288d451503006e"|"73f316ac79c18950000001288d4514f3006d"|27.04.10 12:36:23,000000000|27.04.10 10:38:58,000000000
"73f316ac79c18950000001288d451d020070"|"73f316ac79c18950000001288d451cf2006f"|27.04.10 02:23:21,000000000|27.04.10 00:00:00,000000000
"73f316ac79c18950000001288d451d110071"|"73f316ac79c18950000001288d451d020070"|27.04.10 06:39:48,000000000|27.04.10 04:03:21,000000000
"73f316ac79c18950000001288d451d210072"|"73f316ac79c18950000001288d451d110071"|27.04.10 07:22:55,000000000|27.04.10 07:09:48,000000000
"73f316ac79c18950000001288d452a400074"|"73f316ac79c18950000001288d452a310073"|27.04.10 01:53:15,000000000|27.04.10 00:00:00,000000000
"73f316ac79c18950000001288d452a600075"|"73f316ac79c18950000001288d452a400074"|27.04.10 04:14:36,000000000|27.04.10 03:23:15,000000000
"73f316ac79c18950000001288d452a600076"|"73f316ac79c18950000001288d452a600075"|27.04.10 05:32:51,000000000|27.04.10 04:24:36,000000000
"73f316ac79c18950000001288d4536270078"|"73f316ac79c18950000001288d4536180077"|27.04.10 12:25:04,000000000|27.04.10 12:20:44,000000000
"73f316ac79c18950000001288d3d4532004c"|"73f316ac79c18950000001288d3d4522004b"|15.04.10 00:45:24,000000000|15.04.10 00:44:39,000000000
"73f316ac79c18950000001288d3d4541004d"|"73f316ac79c18950000001288d3d4532004c"|15.04.10 00:55:24,000000000|15.04.10 00:55:24,000000000
"73f316ac79c18950000001288d3d4551004e"|"73f316ac79c18950000001288d3d4541004d"|15.04.10 01:06:04,000000000|15.04.10 01:05:24,000000000
"73f316ac79c18950000001288d3d4561004f"|"73f316ac79c18950000001288d3d4551004e"|15.04.10 01:35:07,000000000|15.04.10 01:16:04,000000000
"73f316ac79c18950000001288d3d45700050"|"73f316ac79c18950000001288d3d4561004f"|15.04.10 01:57:08,000000000|15.04.10 01:45:07,000000000
"73f316ac79c18950000001288d3d45800051"|"73f316ac79c18950000001288d3d45700050"|15.04.10 02:56:23,000000000|15.04.10 02:17:08,000000000
"73f316ac79c18950000001288d3d45900052"|"73f316ac79c18950000001288d3d45800051"|15.04.10 04:18:08,000000000|15.04.10 03:06:23,000000000
"73f316ac79c18950000001288d3d459f0053"|"73f316ac79c18950000001288d3d45900052"|15.04.10 04:40:33,000000000|15.04.10 04:38:08,000000000
"73f316ac79c18950000001288d3d45af0054"|"73f316ac79c18950000001288d3d459f0053"|15.04.10 05:17:29,000000000|15.04.10 05:10:33,000000000
"73f316ac79c18950000001288d3d45be0055"|"73f316ac79c18950000001288d3d45af0054"|15.04.10 05:52:17,000000000|15.04.10 05:37:29,000000000
"73f316ac79c18950000001288d3d59460057"|"73f316ac79c18950000001288d3d59370056"|15.04.10 00:35:31,000000000|15.04.10 00:00:00,000000000
"73f316ac79c18950000001288d3d59660058"|"73f316ac79c18950000001288d3d59460057"|15.04.10 02:56:53,000000000|15.04.10 02:55:31,000000000
"73f316ac79c18950000001288d3d59750059"|"73f316ac79c18950000001288d3d59660058"|15.04.10 03:12:47,000000000|15.04.10 03:06:53,000000000
"73f316ac79c18950000001288d3d5995005a"|"73f316ac79c18950000001288d3d59750059"|15.04.10 03:44:32,000000000|15.04.10 03:22:47,000000000
"73f316ac79c18950000001288d3e7d6400df"|"73f316ac79c18950000001288d3e7d5400de"|16.04.10 14:42:08,000000000|16.04.10 12:35:39,000000000
"73f316ac79c18950000001288d3e7d7300e0"|"73f316ac79c18950000001288d3e7d6400df"|16.04.10 16:02:00,000000000|16.04.10 14:52:08,000000000
"73f316ac79c18950000001288d3e7db200e3"|"73f316ac79c18950000001288d3e7d7300e0"|16.04.10 17:56:57,000000000|16.04.10 16:22:00,000000000
"73f316ac79c18950000001288d3e7da200e2"|"73f316ac79c18950000001288d3e7d8300e1"|16.04.10 19:08:57,000000000|16.04.10 18:51:24,000000000
"73f316ac79c18950000001288d3e7d8300e1"|"73f316ac79c18950000001288d3e7db200e3"|16.04.10 18:41:24,000000000|16.04.10 18:16:57,000000000
"73f316ac79c18950000001288d3e866c00e5"|"73f316ac79c18950000001288d3e865d00e4"|17.04.10 01:53:15,000000000|17.04.10 00:00:00,000000000
"73f316ac79c18950000001288d3e867c00e6"|"73f316ac79c18950000001288d3e866c00e5"|17.04.10 04:26:30,000000000|17.04.10 02:33:15,000000000
"73f316ac79c18950000001288d3e8e9a00e8"|"73f316ac79c18950000001288d3e8e8a00e7"|17.04.10 02:06:51,000000000|17.04.10 00:00:00,000000000
"73f316ac79c18950000001288d422d1d0096"|"73f316ac79c18950000001288d422d0e0095"|23.04.10 11:05:31,000000000|23.04.10 10:30:00,000000000
"73f316ac79c18950000001288d4240570098"|"73f316ac79c18950000001288d4240480097"|23.04.10 11:31:26,000000000|23.04.10 11:05:31,000000000
"73f316ac79c18950000001288d4240670099"|"73f316ac79c18950000001288d4240570098"|23.04.10 11:53:24,000000000|23.04.10 11:41:26,000000000
"73f316ac79c18950000001288d424077009a"|"73f316ac79c18950000001288d4240670099"|23.04.10 13:17:04,000000000|23.04.10 12:43:24,000000000
"73f316ac79c18950000001288d418cb7004d"|"73f316ac79c18950000001288d418ca7004c"|22.04.10 22:51:21,000000000|22.04.10 22:20:33,000000000
"73f316ac79c18950000001288d424096009c"|"73f316ac79c18950000001288d424086009b"|23.04.10 15:26:19,000000000|23.04.10 14:04:13,000000000
"73f316ac79c18950000001288d4240a5009d"|"73f316ac79c18950000001288d424096009c"|23.04.10 16:37:15,000000000|23.04.10 15:56:19,000000000
"73f316ac79c18950000001288d4240b5009e"|"73f316ac79c18950000001288d4240a5009d"|23.04.10 16:47:15,000000000|23.04.10 16:47:15,000000000
"73f316ac79c18950000001288d4240c5009f"|"73f316ac79c18950000001288d4240b5009e"|23.04.10 17:01:29,000000000|23.04.10 16:57:15,000000000
"73f316ac79c18950000001288d4240d400a0"|"73f316ac79c18950000001288d4240c5009f"|23.04.10 17:11:29,000000000|23.04.10 17:11:29,000000000
"73f316ac79c18950000001288d4240e400a1"|"73f316ac79c18950000001288d4240d400a0"|23.04.10 17:46:02,000000000|23.04.10 17:21:29,000000000
"73f316ac79c18950000001288d4240f400a2"|"73f316ac79c18950000001288d4240e400a1"|23.04.10 19:19:31,000000000|23.04.10 19:06:02,000000000
"73f316ac79c18950000001288d42410300a3"|"73f316ac79c18950000001288d4240f400a2"|23.04.10 19:53:11,000000000|23.04.10 19:29:31,000000000
"73f316ac79c18950000001288d4252e500a5"|"73f316ac79c18950000001288d4252d600a4"|23.04.10 06:00:00,000000000|23.04.10 04:02:35,000000000
"73f316ac79c18950000001288d4252f500a6"|"73f316ac79c18950000001288d4252e500a5"|23.04.10 08:10:19,000000000|23.04.10 06:10:00,000000000
"73f316ac79c18950000001288d42530500a7"|"73f316ac79c18950000001288d4252f500a6"|23.04.10 10:08:00,000000000|23.04.10 08:40:19,000000000
"73f316ac79c18950000001288d42531400a8"|"73f316ac79c18950000001288d42530500a7"|23.04.10 12:35:39,000000000|23.04.10 10:38:00,000000000
"73f316ac79c18950000001288d425c4c00aa"|"73f316ac79c18950000001288d425c3c00a9"|23.04.10 06:00:00,000000000|23.04.10 03:36:39,000000000
"73f316ac79c18950000001288d425c5b00ab"|"73f316ac79c18950000001288d425c4c00aa"|23.04.10 09:43:21,000000000|23.04.10 07:20:00,000000000
"73f316ac79c18950000001288d4265f000ad"|"73f316ac79c18950000001288d4265e100ac"|23.04.10 13:06:21,000000000|23.04.10 09:43:21,000000000
"73f316ac79c18950000001288d42660000ae"|"73f316ac79c18950000001288d4265f000ad"|23.04.10 16:35:16,000000000|23.04.10 13:16:21,000000000
"73f316ac79c18950000001288d42661000af"|"73f316ac79c18950000001288d42660000ae"|23.04.10 17:23:50,000000000|23.04.10 16:55:16,000000000
"73f316ac79c18950000001288d4536370079"|"73f316ac79c18950000001288d4536270078"|27.04.10 12:53:33,000000000|27.04.10 12:35:04,000000000
"73f316ac79c18950000001288d453647007a"|"73f316ac79c18950000001288d4536370079"|27.04.10 15:48:42,000000000|27.04.10 13:03:33,000000000
"73f316ac79c18950000001288d453656007b"|"73f316ac79c18950000001288d453647007a"|27.04.10 16:49:28,000000000|27.04.10 15:58:42,000000000
"73f316ac79c18950000001288d453666007c"|"73f316ac79c18950000001288d453656007b"|27.04.10 17:34:52,000000000|27.04.10 16:59:28,000000000
"73f316ac79c18950000001288d453675007d"|"73f316ac79c18950000001288d453666007c"|27.04.10 18:45:38,000000000|27.04.10 17:44:52,000000000
"73f316ac79c18950000001288d453685007e"|"73f316ac79c18950000001288d453675007d"|27.04.10 19:22:47,000000000|27.04.10 18:55:38,000000000
"73f316ac79c18950000001288d453695007f"|"73f316ac79c18950000001288d453685007e"|27.04.10 20:16:27,000000000|27.04.10 19:42:47,000000000
"73f316ac79c18950000001288d4536a40080"|"73f316ac79c18950000001288d453695007f"|27.04.10 21:09:48,000000000|27.04.10 21:06:27,000000000
"73f316ac79c18950000001288d4536b40081"|"73f316ac79c18950000001288d4536a40080"|27.04.10 21:41:50,000000000|27.04.10 21:29:48,000000000
"73f316ac79c18950000001288d4536d30082"|"73f316ac79c18950000001288d4536b40081"|27.04.10 22:17:45,000000000|27.04.10 21:51:50,000000000
"73f316ac79c18950000001288d4545790084"|"73f316ac79c18950000001288d45456a0083"|28.04.10 01:53:15,000000000|28.04.10 00:00:00,000000000
"73f316ac79c18950000001288d4545890085"|"73f316ac79c18950000001288d4545790084"|28.04.10 05:51:15,000000000|28.04.10 03:23:15,000000000
"73f316ac79c18950000001288d4704fc006f"|"73f316ac79c18950000001288d4704ec006e"|30.04.10 13:17:04,000000000|30.04.10 12:43:24,000000000
"73f316ac79c18950000001288d47050b0070"|"73f316ac79c18950000001288d4704fc006f"|30.04.10 13:54:13,000000000|30.04.10 13:27:04,000000000
"73f316ac79c18950000001288d47051b0071"|"73f316ac79c18950000001288d47050b0070"|30.04.10 15:26:19,000000000|30.04.10 14:04:13,000000000
"73f316ac79c18950000001288d47052b0072"|"73f316ac79c18950000001288d47051b0071"|30.04.10 16:37:15,000000000|30.04.10 15:56:19,000000000
"73f316ac79c18950000001288d47053a0073"|"73f316ac79c18950000001288d47052b0072"|30.04.10 16:47:15,000000000|30.04.10 16:47:15,000000000
"73f316ac79c18950000001288d47054a0074"|"73f316ac79c18950000001288d47053a0073"|30.04.10 17:01:29,000000000|30.04.10 16:57:15,000000000
"73f316ac79c18950000001288d4705590075"|"73f316ac79c18950000001288d47054a0074"|30.04.10 17:11:29,000000000|30.04.10 17:11:29,000000000
"73f316ac79c18950000001288d4705690076"|"73f316ac79c18950000001288d4705590075"|30.04.10 17:46:02,000000000|30.04.10 17:21:29,000000000
"73f316ac79c18950000001288d4705790077"|"73f316ac79c18950000001288d4705690076"|30.04.10 19:19:31,000000000|30.04.10 19:06:02,000000000
"73f316ac79c18950000001288d4705880078"|"73f316ac79c18950000001288d4705790077"|30.04.10 19:53:11,000000000|30.04.10 19:29:31,000000000
"73f316ac79c18950000001288d47170d007a"|"73f316ac79c18950000001288d4716fd0079"|30.04.10 06:00:00,000000000|30.04.10 04:02:35,000000000
"73f316ac79c18950000001288d47171c007b"|"73f316ac79c18950000001288d47170d007a"|30.04.10 08:10:19,000000000|30.04.10 06:10:00,000000000
"73f316ac79c18950000001288d3e8eaa00e9"|"73f316ac79c18950000001288d3e8e9a00e8"|17.04.10 04:33:42,000000000|17.04.10 02:26:51,000000000
"73f316ac79c18950000001288d3e964b00eb"|"73f316ac79c18950000001288d3e963b00ea"|17.04.10 00:29:15,000000000|17.04.10 00:00:00,000000000
"73f316ac79c18950000001288d3e966a00ec"|"73f316ac79c18950000001288d3e964b00eb"|17.04.10 03:06:07,000000000|17.04.10 00:59:15,000000000
"73f316ac79c18950000001288d3e968900ed"|"73f316ac79c18950000001288d3e966a00ec"|17.04.10 04:39:57,000000000|17.04.10 03:16:07,000000000
"73f316ac79c18950000001288d3e96a800ee"|"73f316ac79c18950000001288d3e968900ed"|17.04.10 05:41:00,000000000|17.04.10 05:19:57,000000000
"73f316ac79c18950000001288d3ea04d00f0"|"73f316ac79c18950000001288d3ea03e00ef"|17.04.10 00:04:20,000000000|17.04.10 00:00:00,000000000
"73f316ac79c18950000001288d3ea05d00f1"|"73f316ac79c18950000001288d3ea04d00f0"|17.04.10 03:08:47,000000000|17.04.10 00:14:20,000000000
"73f316ac79c18950000001288d3ea06c00f2"|"73f316ac79c18950000001288d3ea05d00f1"|17.04.10 03:18:47,000000000|17.04.10 03:18:47,000000000
"73f316ac79c18950000001288d3ea07c00f3"|"73f316ac79c18950000001288d3ea06c00f2"|17.04.10 04:54:12,000000000|17.04.10 03:28:47,000000000
"73f316ac79c18950000001288d3ea08c00f4"|"73f316ac79c18950000001288d3ea07c00f3"|17.04.10 05:04:12,000000000|17.04.10 05:04:12,000000000
"73f316ac79c18950000001288d3ea09b00f5"|"73f316ac79c18950000001288d3ea08c00f4"|17.04.10 06:21:53,000000000|17.04.10 05:14:12,000000000
"73f316ac79c18950000001288d3ea0ab00f6"|"73f316ac79c18950000001288d3ea09b00f5"|17.04.10 07:12:11,000000000|17.04.10 06:31:53,000000000
"73f316ac79c18950000001288d3ea0bb00f7"|"73f316ac79c18950000001288d3ea0ab00f6"|17.04.10 07:48:06,000000000|17.04.10 07:22:11,000000000
"73f316ac79c18950000001288d3fb056007d"|"73f316ac79c18950000001288d3fb046007c"|20.04.10 00:20:46,000000000|20.04.10 00:00:00,000000000
"73f316ac79c18950000001288d3fb065007e"|"73f316ac79c18950000001288d3fb056007d"|20.04.10 00:45:24,000000000|20.04.10 00:30:46,000000000
"73f316ac79c18950000001288d3fb085007f"|"73f316ac79c18950000001288d3fb065007e"|20.04.10 01:41:07,000000000|20.04.10 01:25:24,000000000
"73f316ac79c18950000001288d3fb0940080"|"73f316ac79c18950000001288d3fb085007f"|20.04.10 05:07:58,000000000|20.04.10 03:21:07,000000000
"73f316ac79c18950000001288d3fb0a40081"|"73f316ac79c18950000001288d3fb0940080"|20.04.10 06:44:41,000000000|20.04.10 05:17:58,000000000
"73f316ac79c18950000001288d3fbf790083"|"73f316ac79c18950000001288d3fbf5a0082"|20.04.10 00:23:40,000000000|20.04.10 00:00:00,000000000
"73f316ac79c18950000001288d3fbf880084"|"73f316ac79c18950000001288d3fbf790083"|20.04.10 04:06:55,000000000|20.04.10 00:53:40,000000000
"73f316ac79c18950000001288d3fbf980085"|"73f316ac79c18950000001288d3fbf880084"|20.04.10 06:33:04,000000000|20.04.10 06:26:55,000000000
"73f316ac79c18950000001288d3fbfa80086"|"73f316ac79c18950000001288d3fbf980085"|20.04.10 07:30:30,000000000|20.04.10 07:23:04,000000000
"73f316ac79c18950000001288d426d8200b1"|"73f316ac79c18950000001288d426d7200b0"|23.04.10 06:00:00,000000000|23.04.10 03:51:43,000000000
"73f316ac79c18950000001288d426d9100b2"|"73f316ac79c18950000001288d426d8200b1"|23.04.10 08:18:17,000000000|23.04.10 06:10:00,000000000
"73f316ac79c18950000001288d4274d500b4"|"73f316ac79c18950000001288d4274c500b3"|23.04.10 14:42:08,000000000|23.04.10 12:35:39,000000000
"73f316ac79c18950000001288d41d6d00067"|"73f316ac79c18950000001288d41d6c00066"|23.04.10 10:16:16,000000000|23.04.10 08:00:54,000000000
"73f316ac79c18950000001288d4274f400b6"|"73f316ac79c18950000001288d4274e400b5"|23.04.10 17:56:57,000000000|23.04.10 16:22:00,000000000
"73f316ac79c18950000001288d42750400b7"|"73f316ac79c18950000001288d4274f400b6"|23.04.10 18:41:24,000000000|23.04.10 18:16:57,000000000
"73f316ac79c18950000001288d42751300b8"|"73f316ac79c18950000001288d42750400b7"|23.04.10 19:08:57,000000000|23.04.10 18:51:24,000000000
"73f316ac79c18950000001288d427dce00ba"|"73f316ac79c18950000001288d427dbe00b9"|24.04.10 01:53:15,000000000|24.04.10 00:00:00,000000000
"73f316ac79c18950000001288d427ddd00bb"|"73f316ac79c18950000001288d427dce00ba"|24.04.10 04:26:30,000000000|24.04.10 02:33:15,000000000
"73f316ac79c18950000001288d4285bd00bd"|"73f316ac79c18950000001288d4285ad00bc"|24.04.10 02:06:51,000000000|24.04.10 00:00:00,000000000
"73f316ac79c18950000001288d4285cd00be"|"73f316ac79c18950000001288d4285bd00bd"|24.04.10 04:33:42,000000000|24.04.10 02:26:51,000000000
"73f316ac79c18950000001288d428cb200c0"|"73f316ac79c18950000001288d428ca300bf"|24.04.10 00:29:15,000000000|24.04.10 00:00:00,000000000
"73f316ac79c18950000001288d428cc200c1"|"73f316ac79c18950000001288d428cb200c0"|24.04.10 03:06:07,000000000|24.04.10 00:59:15,000000000
"73f316ac79c18950000001288d428cd100c2"|"73f316ac79c18950000001288d428cc200c1"|24.04.10 04:39:57,000000000|24.04.10 03:16:07,000000000
"73f316ac79c18950000001288d428ce100c3"|"73f316ac79c18950000001288d428cd100c2"|24.04.10 05:41:00,000000000|24.04.10 05:19:57,000000000
"73f316ac79c18950000001288d42972200c5"|"73f316ac79c18950000001288d42971200c4"|24.04.10 00:04:20,000000000|24.04.10 00:00:00,000000000
"73f316ac79c18950000001288d42973200c6"|"73f316ac79c18950000001288d42972200c5"|24.04.10 03:08:47,000000000|24.04.10 00:14:20,000000000
"73f316ac79c18950000001288d42974100c7"|"73f316ac79c18950000001288d42973200c6"|24.04.10 03:18:47,000000000|24.04.10 03:18:47,000000000
"73f316ac79c18950000001288d42975100c8"|"73f316ac79c18950000001288d42974100c7"|24.04.10 04:54:12,000000000|24.04.10 03:28:47,000000000
"73f316ac79c18950000001288d42976100c9"|"73f316ac79c18950000001288d42975100c8"|24.04.10 05:04:12,000000000|24.04.10 05:04:12,000000000
"73f316ac79c18950000001288d47172c007c"|"73f316ac79c18950000001288d47171c007b"|30.04.10 10:08:00,000000000|30.04.10 08:40:19,000000000
"73f316ac79c18950000001288d47173c007d"|"73f316ac79c18950000001288d47172c007c"|30.04.10 12:35:39,000000000|30.04.10 10:38:00,000000000
"73f316ac79c18950000001288d4721ab007f"|"73f316ac79c18950000001288d47219c007e"|30.04.10 06:00:00,000000000|30.04.10 03:36:39,000000000
"73f316ac79c18950000001288d4721bb0080"|"73f316ac79c18950000001288d4721ab007f"|30.04.10 09:43:21,000000000|30.04.10 07:20:00,000000000
"73f316ac79c18950000001288d472b020082"|"73f316ac79c18950000001288d472af20081"|30.04.10 13:06:21,000000000|30.04.10 09:43:21,000000000
"73f316ac79c18950000001288d472b120083"|"73f316ac79c18950000001288d472b020082"|30.04.10 16:35:16,000000000|30.04.10 13:16:21,000000000
"73f316ac79c18950000001288d472b210084"|"73f316ac79c18950000001288d472b120083"|30.04.10 17:23:50,000000000|30.04.10 16:55:16,000000000
"73f316ac79c18950000001288d4734a70086"|"73f316ac79c18950000001288d4734970085"|30.04.10 06:00:00,000000000|30.04.10 03:51:43,000000000
"73f316ac79c18950000001288d4734c60087"|"73f316ac79c18950000001288d4734a70086"|30.04.10 08:18:17,000000000|30.04.10 06:10:00,000000000
"73f316ac79c18950000001288d4545980086"|"73f316ac79c18950000001288d4545890085"|28.04.10 07:04:59,000000000|28.04.10 06:01:15,000000000
"73f316ac79c18950000001288d4550a50088"|"73f316ac79c18950000001288d4550950087"|28.04.10 02:06:51,000000000|28.04.10 00:00:00,000000000
"73f316ac79c18950000001288d4550b40089"|"73f316ac79c18950000001288d4550a50088"|28.04.10 05:02:13,000000000|28.04.10 02:46:51,000000000
"73f316ac79c18950000001288d4550c4008a"|"73f316ac79c18950000001288d4550b40089"|28.04.10 06:12:59,000000000|28.04.10 05:22:13,000000000
"73f316ac79c18950000001288d4550d3008b"|"73f316ac79c18950000001288d4550c4008a"|28.04.10 07:20:06,000000000|28.04.10 06:22:59,000000000
"73f316ac79c18950000001288d4550e3008c"|"73f316ac79c18950000001288d4550d3008b"|28.04.10 08:13:28,000000000|28.04.10 07:50:06,000000000
"73f316ac79c18950000001288d455ba1008e"|"73f316ac79c18950000001288d455b91008d"|28.04.10 08:58:53,000000000|28.04.10 08:13:28,000000000
"73f316ac79c18950000001288d455bb1008f"|"73f316ac79c18950000001288d455ba1008e"|28.04.10 10:00:46,000000000|28.04.10 09:08:53,000000000
"73f316ac79c18950000001288d455bc00090"|"73f316ac79c18950000001288d455bb1008f"|28.04.10 11:07:46,000000000|28.04.10 10:20:46,000000000
"73f316ac79c18950000001288d455bd00091"|"73f316ac79c18950000001288d455bc00090"|28.04.10 11:17:46,000000000|28.04.10 11:17:46,000000000
"73f316ac79c18950000001288d455be00092"|"73f316ac79c18950000001288d455bd00091"|28.04.10 12:52:56,000000000|28.04.10 11:27:46,000000000
"73f316ac79c18950000001288d3fbfb70087"|"73f316ac79c18950000001288d3fbfa80086"|20.04.10 07:59:26,000000000|20.04.10 07:40:30,000000000
"73f316ac79c18950000001288d3fbfc70088"|"73f316ac79c18950000001288d3fbfb70087"|20.04.10 08:15:04,000000000|20.04.10 08:09:26,000000000
"73f316ac79c18950000001288d3fbfd70089"|"73f316ac79c18950000001288d3fbfc70088"|20.04.10 08:51:12,000000000|20.04.10 08:25:04,000000000
"73f316ac79c18950000001288d3fbfe6008a"|"73f316ac79c18950000001288d3fbfd70089"|20.04.10 09:01:12,000000000|20.04.10 09:01:12,000000000
"73f316ac79c18950000001288d3fbff6008b"|"73f316ac79c18950000001288d3fbfe6008a"|20.04.10 09:11:41,000000000|20.04.10 09:11:12,000000000
"73f316ac79c18950000001288d3fc005008c"|"73f316ac79c18950000001288d3fbff6008b"|20.04.10 10:01:50,000000000|20.04.10 09:21:41,000000000
"73f316ac79c18950000001288d3fc015008d"|"73f316ac79c18950000001288d3fc005008c"|20.04.10 12:13:47,000000000|20.04.10 10:11:50,000000000
"73f316ac79c18950000001288d3fc025008e"|"73f316ac79c18950000001288d3fc015008d"|20.04.10 13:03:02,000000000|20.04.10 12:23:47,000000000
"73f316ac79c18950000001288d3fc044008f"|"73f316ac79c18950000001288d3fc025008e"|20.04.10 13:53:40,000000000|20.04.10 13:23:02,000000000
"73f316ac79c18950000001288d3fc0540090"|"73f316ac79c18950000001288d3fc044008f"|20.04.10 14:04:23,000000000|20.04.10 14:03:40,000000000
"73f316ac79c18950000001288d3fc0630091"|"73f316ac79c18950000001288d3fc0540090"|20.04.10 14:45:56,000000000|20.04.10 14:34:23,000000000
"73f316ac79c18950000001288d3fc0730092"|"73f316ac79c18950000001288d3fc0630091"|20.04.10 15:20:44,000000000|20.04.10 15:05:56,000000000
"73f316ac79c18950000001288d3fd8500094"|"73f316ac79c18950000001288d3fd8310093"|20.04.10 02:06:29,000000000|20.04.10 00:00:00,000000000
"73f316ac79c18950000001288d3fd8600095"|"73f316ac79c18950000001288d3fd8500094"|20.04.10 03:26:21,000000000|20.04.10 02:16:29,000000000
"73f316ac79c18950000001288d3c112600bd"|"73f316ac79c18950000001288d3c111700bc"|13.04.10 15:20:44,000000000|13.04.10 15:05:56,000000000
"73f316ac79c18950000001288d3c2d1b00bf"|"73f316ac79c18950000001288d3c2d1b00be"|13.04.10 02:06:29,000000000|13.04.10 00:00:00,000000000
"73f316ac79c18950000001288d3c2d2a00c0"|"73f316ac79c18950000001288d3c2d1b00bf"|13.04.10 03:26:21,000000000|13.04.10 02:16:29,000000000
"73f316ac79c18950000001288d3c2d3a00c1"|"73f316ac79c18950000001288d3c2d2a00c0"|13.04.10 05:51:18,000000000|13.04.10 04:16:21,000000000
"73f316ac79c18950000001288d3c2d4a00c2"|"73f316ac79c18950000001288d3c2d3a00c1"|13.04.10 06:44:52,000000000|13.04.10 06:11:18,000000000
"73f316ac79c18950000001288d3c38c300c4"|"73f316ac79c18950000001288d3c38b300c3"|13.04.10 07:03:40,000000000|13.04.10 06:44:52,000000000
"73f316ac79c18950000001288d3c38d300c5"|"73f316ac79c18950000001288d3c38c300c4"|13.04.10 07:13:40,000000000|13.04.10 07:13:40,000000000
"73f316ac79c18950000001288d42977000ca"|"73f316ac79c18950000001288d42976100c9"|24.04.10 06:21:53,000000000|24.04.10 05:14:12,000000000
"73f316ac79c18950000001288d42978000cb"|"73f316ac79c18950000001288d42977000ca"|24.04.10 07:12:11,000000000|24.04.10 06:31:53,000000000
"73f316ac79c18950000001288d42978f00cc"|"73f316ac79c18950000001288d42978000cb"|24.04.10 07:48:06,000000000|24.04.10 07:22:11,000000000
"73f316ac79c18950000001288d42a13400ce"|"73f316ac79c18950000001288d42a12500cd"|24.04.10 06:05:36,000000000|24.04.10 05:37:00,000000000
"73f316ac79c18950000001288d41ff760081"|"73f316ac79c18950000001288d41ff660080"|23.04.10 16:18:30,000000000|23.04.10 16:17:26,000000000
"73f316ac79c18950000001288d45980e00ba"|"73f316ac79c18950000001288d4597fe00b9"|28.04.10 07:29:52,000000000|28.04.10 06:34:52,000000000
"73f316ac79c18950000001288d45981d00bb"|"73f316ac79c18950000001288d45980e00ba"|28.04.10 08:16:30,000000000|28.04.10 07:39:52,000000000
"73f316ac79c18950000001288d45982d00bc"|"73f316ac79c18950000001288d45981d00bb"|28.04.10 08:26:30,000000000|28.04.10 08:26:30,000000000
"73f316ac79c18950000001288d45983d00bd"|"73f316ac79c18950000001288d45982d00bc"|28.04.10 08:48:28,000000000|28.04.10 08:36:30,000000000
"73f316ac79c18950000001288d45984c00be"|"73f316ac79c18950000001288d45983d00bd"|28.04.10 09:32:57,000000000|28.04.10 08:58:28,000000000
"73f316ac79c18950000001288d45985c00bf"|"73f316ac79c18950000001288d45984c00be"|28.04.10 10:19:50,000000000|28.04.10 09:42:57,000000000
"73f316ac79c18950000001288d45b06800c1"|"73f316ac79c18950000001288d45b05900c0"|28.04.10 02:08:17,000000000|28.04.10 00:00:00,000000000
"73f316ac79c18950000001288d45b07800c2"|"73f316ac79c18950000001288d45b06800c1"|28.04.10 02:41:40,000000000|28.04.10 02:38:17,000000000
"73f316ac79c18950000001288d45b08700c3"|"73f316ac79c18950000001288d45b07800c2"|28.04.10 05:02:12,000000000|28.04.10 02:51:40,000000000
"73f316ac79c18950000001288d45b8d400c5"|"73f316ac79c18950000001288d45b8c500c4"|28.04.10 02:06:29,000000000|28.04.10 00:00:00,000000000
"73f316ac79c18950000001288d45b8f400c6"|"73f316ac79c18950000001288d45b8d400c5"|28.04.10 03:46:21,000000000|28.04.10 02:36:29,000000000
"73f316ac79c18950000001288d45b90300c7"|"73f316ac79c18950000001288d45b8f400c6"|28.04.10 06:11:37,000000000|28.04.10 04:36:21,000000000
"73f316ac79c18950000001288d45b91300c8"|"73f316ac79c18950000001288d45b90300c7"|28.04.10 07:03:14,000000000|28.04.10 06:21:37,000000000
"73f316ac79c18950000001288d45b92300c9"|"73f316ac79c18950000001288d45b91300c8"|28.04.10 07:56:48,000000000|28.04.10 07:23:14,000000000
